"","id","activity_date","total_steps","total_dist","active_mins","sedentary_mins","calories","mins_asleep","mins_in_bed","weight","bmi","is_healthy"
"39","1624580081",2016-04-19,2916,1.89999997615814,141,1299,1435,NA,NA,NA,NA,NA
"40","1624580081",2016-04-20,4974,3.23000001907349,151,1289,1446,NA,NA,NA,NA,NA
"41","1624580081",2016-04-21,6349,4.13000011444092,186,1254,1467,NA,NA,NA,NA,NA
"42","1624580081",2016-04-22,4026,2.61999988555908,199,1241,1470,NA,NA,NA,NA,NA
"43","1624580081",2016-04-23,8538,5.55000019073486,227,1213,1562,NA,NA,NA,NA,NA
"44","1624580081",2016-04-24,6076,3.95000004768372,219,1221,1617,NA,NA,NA,NA,NA
"45","1624580081",2016-04-25,6497,4.21999979019165,202,1238,1492,NA,NA,NA,NA,NA
"46","1624580081",2016-04-26,2826,1.8400000333786,140,1300,1402,NA,NA,NA,NA,NA
"47","1624580081",2016-04-27,8367,5.44000005722046,207,1233,1670,NA,NA,NA,NA,NA
"48","1624580081",2016-04-28,2759,1.78999996185303,120,1320,1401,NA,NA,NA,NA,NA
"49","1624580081",2016-04-29,2390,1.54999995231628,150,1290,1404,NA,NA,NA,NA,NA
"50","1624580081",2016-04-30,6474,4.30000019073486,258,1182,1655,NA,NA,NA,NA,NA
"51","1624580081",2016-05-01,36019,28.0300006866455,420,1020,2690,NA,NA,NA,NA,NA
"52","1624580081",2016-05-02,7155,4.92999982833862,179,1261,1497,NA,NA,NA,NA,NA
"53","1624580081",2016-05-03,2100,1.37000000476837,96,1344,1334,NA,NA,NA,NA,NA
"54","1624580081",2016-05-04,2193,1.42999994754791,118,1322,1368,NA,NA,NA,NA,NA
"55","1624580081",2016-05-05,2470,1.61000001430511,117,1323,1370,NA,NA,NA,NA,NA
"56","1624580081",2016-05-06,1727,1.12000000476837,102,1338,1341,NA,NA,NA,NA,NA
"57","1624580081",2016-05-07,2104,1.37000000476837,182,1258,1474,NA,NA,NA,NA,NA
"58","1624580081",2016-05-08,3427,2.23000001907349,152,1288,1427,NA,NA,NA,NA,NA
"59","1624580081",2016-05-09,1732,1.12999999523163,91,1349,1328,NA,NA,NA,NA,NA
"60","1624580081",2016-05-10,2969,1.92999994754791,139,1301,1393,NA,NA,NA,NA,NA
"61","1624580081",2016-05-11,3134,2.03999996185303,112,1328,1359,NA,NA,NA,NA,NA
"62","1624580081",2016-05-12,2971,1.92999994754791,107,890,1002,NA,NA,NA,NA,NA
"63","1644430081",2016-04-12,10694,7.76999998092651,309,1131,3199,NA,NA,NA,NA,NA
"64","1644430081",2016-04-13,8001,5.82000017166138,181,1259,2902,NA,NA,NA,NA,NA
"65","1644430081",2016-04-14,11037,8.02000045776367,315,1125,3226,NA,NA,NA,NA,NA
"66","1644430081",2016-04-15,5263,3.82999992370605,177,1263,2750,NA,NA,NA,NA,NA
"67","1644430081",2016-04-16,15300,11.1199998855591,305,1135,3493,NA,NA,NA,NA,NA
"68","1644430081",2016-04-17,8757,6.36999988555908,228,1212,3011,NA,NA,NA,NA,NA
"69","1644430081",2016-04-18,7132,5.19000005722046,169,1271,2806,NA,NA,NA,NA,NA
"70","1644430081",2016-04-19,11256,8.18000030517578,341,1099,3300,NA,NA,NA,NA,NA
"71","1644430081",2016-04-20,2436,1.76999998092651,125,1315,2430,NA,NA,NA,NA,NA
"72","1644430081",2016-04-21,1223,0.889999985694885,38,1402,2140,NA,NA,NA,NA,NA
"73","1644430081",2016-04-22,3673,2.67000007629395,86,1354,2344,NA,NA,NA,NA,NA
"74","1644430081",2016-04-23,6637,4.82999992370605,175,1265,2677,NA,NA,NA,NA,NA
"75","1644430081",2016-04-24,3321,2.41000008583069,89,1351,2413,NA,NA,NA,NA,NA
"76","1644430081",2016-04-25,3580,2.59999990463257,103,1337,2497,NA,NA,NA,NA,NA
"77","1644430081",2016-04-26,9919,7.21000003814697,275,1165,3123,NA,NA,NA,NA,NA
"78","1644430081",2016-04-27,3032,2.20000004768372,118,1322,2489,NA,NA,NA,NA,NA
"79","1644430081",2016-04-28,9405,6.84000015258789,283,1157,3108,NA,NA,NA,NA,NA
"80","1644430081",2016-04-29,3176,2.30999994277954,120,1193,2498,119,127,NA,NA,NA
"81","1644430081",2016-04-30,18213,13.2399997711182,482,816,3846,124,142,NA,NA,NA
"82","1644430081",2016-05-01,6132,4.46000003814697,173,908,2696,NA,NA,NA,NA,NA
"83","1644430081",2016-05-02,3758,2.73000001907349,156,682,2580,796,961,NA,NA,NA
"84","1644430081",2016-05-03,12850,9.34000015258789,325,1115,3324,NA,NA,NA,NA,NA
"85","1644430081",2016-05-04,2309,1.67999994754791,52,1388,2222,NA,NA,NA,NA,NA
"86","1644430081",2016-05-05,4363,3.19000005722046,99,1341,2463,NA,NA,NA,NA,NA
"87","1644430081",2016-05-06,9787,7.11999988555908,386,1054,3328,NA,NA,NA,NA,NA
"88","1644430081",2016-05-07,13372,9.72000026702881,301,1139,3404,NA,NA,NA,NA,NA
"89","1644430081",2016-05-08,6724,4.8899998664856,295,991,2987,137,154,NA,NA,NA
"90","1644430081",2016-05-09,6643,4.82999992370605,341,1099,3008,NA,NA,NA,NA,NA
"91","1644430081",2016-05-10,9167,6.65999984741211,186,1254,2799,NA,NA,NA,NA,NA
"92","1644430081",2016-05-11,1329,0.970000028610229,49,713,1276,NA,NA,NA,NA,NA
"93","1844505072",2016-04-12,6697,4.42999982833862,339,1101,2030,NA,NA,NA,NA,NA
"94","1844505072",2016-04-13,4929,3.25999999046326,248,1192,1860,NA,NA,NA,NA,NA
"95","1844505072",2016-04-14,7937,5.25,373,843,2130,NA,NA,NA,NA,NA
"96","1844505072",2016-04-15,3844,2.53999996185303,176,527,1725,644,961,NA,NA,NA
"97","1844505072",2016-04-16,3414,2.25999999046326,147,1293,1657,NA,NA,NA,NA,NA
"98","1844505072",2016-04-17,4525,2.99000000953674,209,1231,1793,NA,NA,NA,NA,NA
"99","1844505072",2016-04-18,4597,3.03999996185303,229,1211,1814,NA,NA,NA,NA,NA
"100","1844505072",2016-04-19,197,0.129999995231628,10,1430,1366,NA,NA,NA,NA,NA
"101","1844505072",2016-04-20,8,0.00999999977648258,1,1439,1349,NA,NA,NA,NA,NA
"102","1844505072",2016-04-21,8054,5.32000017166138,323,1117,2062,NA,NA,NA,NA,NA
"103","1844505072",2016-04-22,5372,3.54999995231628,220,1220,1827,NA,NA,NA,NA,NA
"104","1844505072",2016-04-23,3570,2.35999989509583,139,1301,1645,NA,NA,NA,NA,NA
"105","1844505072",2016-04-24,0,0,0,1440,1347,NA,NA,NA,NA,NA
"106","1844505072",2016-04-25,0,0,0,1440,1347,NA,NA,NA,NA,NA
"107","1844505072",2016-04-26,0,0,0,1440,1347,NA,NA,NA,NA,NA
"108","1844505072",2016-04-27,4,0,1,1439,1348,NA,NA,NA,NA,NA
"109","1844505072",2016-04-28,6907,4.57000017166138,302,1138,1992,NA,NA,NA,NA,NA
"110","1844505072",2016-04-29,4920,3.25,247,1082,1856,NA,NA,NA,NA,NA
"111","1844505072",2016-04-30,4014,2.67000007629395,184,218,1763,722,961,NA,NA,NA
"112","1844505072",2016-05-01,2573,1.70000004768372,82,585,1541,590,961,NA,NA,NA
"113","1844505072",2016-05-02,0,0,0,1440,1348,NA,NA,NA,NA,NA
"114","1844505072",2016-05-03,4059,2.6800000667572,184,1256,1742,NA,NA,NA,NA,NA
"115","1844505072",2016-05-04,2080,1.37000000476837,87,1353,1549,NA,NA,NA,NA,NA
"116","1844505072",2016-05-05,2237,1.48000001907349,120,1320,1589,NA,NA,NA,NA,NA
"117","1844505072",2016-05-06,44,0.0299999993294477,2,1438,1351,NA,NA,NA,NA,NA
"118","1844505072",2016-05-07,0,0,0,1440,1347,NA,NA,NA,NA,NA
"119","1844505072",2016-05-08,0,0,0,1440,1347,NA,NA,NA,NA,NA
"120","1844505072",2016-05-09,0,0,0,1440,1347,NA,NA,NA,NA,NA
"121","1844505072",2016-05-10,0,0,0,1440,1347,NA,NA,NA,NA,NA
"122","1844505072",2016-05-11,0,0,0,1440,1347,NA,NA,NA,NA,NA
"123","1844505072",2016-05-12,0,0,0,711,665,NA,NA,NA,NA,NA
"124","1927972279",2016-04-12,678,0.469999998807907,55,734,2220,750,775,NA,NA,NA
"125","1927972279",2016-04-13,356,0.25,32,986,2151,398,422,133.5,47.54,"NO"
"126","1927972279",2016-04-14,2163,1.5,97,1292,2383,NA,NA,NA,NA,NA
"127","1927972279",2016-04-15,980,0.680000007152557,51,941,2221,475,499,NA,NA,NA
"128","1927972279",2016-04-16,0,0,0,1440,2064,NA,NA,NA,NA,NA
"129","1927972279",2016-04-17,0,0,0,1440,2063,NA,NA,NA,NA,NA
"130","1927972279",2016-04-18,244,0.170000001788139,17,1423,2111,NA,NA,NA,NA,NA
"131","1927972279",2016-04-19,0,0,0,1440,2063,NA,NA,NA,NA,NA
"132","1927972279",2016-04-20,0,0,0,1440,2063,NA,NA,NA,NA,NA
"133","1927972279",2016-04-21,0,0,0,1440,2064,NA,NA,NA,NA,NA
"134","1927972279",2016-04-22,149,0.100000001490116,10,1430,2093,NA,NA,NA,NA,NA
"135","1927972279",2016-04-23,2945,2.03999996185303,145,1295,2499,NA,NA,NA,NA,NA
"136","1927972279",2016-04-24,2090,1.45000004768372,82,1358,2324,NA,NA,NA,NA,NA
"137","1927972279",2016-04-25,152,0.109999999403954,12,1303,2100,NA,NA,NA,NA,NA
"138","1927972279",2016-04-26,3761,2.59999990463257,192,1058,2638,296,315,NA,NA,NA
"139","1927972279",2016-04-27,0,0,0,1440,2063,NA,NA,NA,NA,NA
"140","1927972279",2016-04-28,1675,1.1599999666214,95,1167,2351,166,178,NA,NA,NA
"141","1927972279",2016-04-29,0,0,0,1440,2063,NA,NA,NA,NA,NA
"142","1927972279",2016-04-30,0,0,0,1440,2064,NA,NA,NA,NA,NA
"143","1927972279",2016-05-01,2704,1.87000000476837,85,1355,2411,NA,NA,NA,NA,NA
"144","1927972279",2016-05-02,3790,2.61999988555908,118,1322,2505,NA,NA,NA,NA,NA
"145","1927972279",2016-05-03,1326,0.920000016689301,27,1413,2195,NA,NA,NA,NA,NA
"146","1927972279",2016-05-04,1786,1.24000000953674,87,1353,2338,NA,NA,NA,NA,NA
"147","1927972279",2016-05-05,0,0,0,1440,2063,NA,NA,NA,NA,NA
"148","1927972279",2016-05-06,2091,1.45000004768372,108,1332,2383,NA,NA,NA,NA,NA
"149","1927972279",2016-05-07,1510,1.03999996185303,48,1392,2229,NA,NA,NA,NA,NA
"150","1927972279",2016-05-08,0,0,0,1440,2063,NA,NA,NA,NA,NA
"151","1927972279",2016-05-09,0,0,0,1440,2063,NA,NA,NA,NA,NA
"152","1927972279",2016-05-10,0,0,0,1440,2063,NA,NA,NA,NA,NA
"153","1927972279",2016-05-11,0,0,0,1440,2063,NA,NA,NA,NA,NA
"154","1927972279",2016-05-12,0,0,0,966,1383,NA,NA,NA,NA,NA
"155","2022484408",2016-04-12,11875,8.34000015258789,283,1157,2390,NA,NA,NA,NA,NA
"156","2022484408",2016-04-13,12024,8.5,340,1100,2601,NA,NA,NA,NA,NA
"157","2022484408",2016-04-14,10690,7.5,292,1148,2312,NA,NA,NA,NA,NA
"158","2022484408",2016-04-15,11034,8.02999973297119,318,1122,2525,NA,NA,NA,NA,NA
"159","2022484408",2016-04-16,10100,7.09000015258789,203,1237,2177,NA,NA,NA,NA,NA
"160","2022484408",2016-04-17,15112,11.3999996185303,388,1052,2782,NA,NA,NA,NA,NA
"161","2022484408",2016-04-18,14131,10.0699996948242,362,1078,2770,NA,NA,NA,NA,NA
"162","2022484408",2016-04-19,11548,8.52999973297119,288,1152,2489,NA,NA,NA,NA,NA
"163","2022484408",2016-04-20,15112,10.6700000762939,387,1053,2897,NA,NA,NA,NA,NA
"164","2022484408",2016-04-21,12453,8.73999977111816,412,1028,3158,NA,NA,NA,NA,NA
"165","2022484408",2016-04-22,12954,9.32999992370605,335,1105,2638,NA,NA,NA,NA,NA
"166","2022484408",2016-04-23,6001,4.21000003814697,249,1191,2069,NA,NA,NA,NA,NA
"167","2022484408",2016-04-24,13481,10.2799997329712,279,1161,2529,NA,NA,NA,NA,NA
"168","2022484408",2016-04-25,11369,8.01000022888184,269,1171,2470,NA,NA,NA,NA,NA
"169","2022484408",2016-04-26,10119,7.19000005722046,354,1086,2793,NA,NA,NA,NA,NA
"170","2022484408",2016-04-27,10159,7.13000011444092,321,1119,2463,NA,NA,NA,NA,NA
"171","2022484408",2016-04-28,10140,7.11999988555908,317,1123,2296,NA,NA,NA,NA,NA
"172","2022484408",2016-04-29,10245,7.19000005722046,342,1098,2611,NA,NA,NA,NA,NA
"173","2022484408",2016-04-30,18387,12.9099998474121,397,1043,2732,NA,NA,NA,NA,NA
"174","2022484408",2016-05-01,10538,7.40000009536743,298,1142,2380,NA,NA,NA,NA,NA
"175","2022484408",2016-05-02,10379,7.28999996185303,321,1119,2473,NA,NA,NA,NA,NA
"176","2022484408",2016-05-03,12183,8.73999977111816,336,1104,2752,NA,NA,NA,NA,NA
"177","2022484408",2016-05-04,11768,8.28999996185303,335,1105,2649,NA,NA,NA,NA,NA
"178","2022484408",2016-05-05,11895,8.35000038146973,328,1112,2609,NA,NA,NA,NA,NA
"179","2022484408",2016-05-06,10227,7.17999982833862,336,1104,2498,NA,NA,NA,NA,NA
"180","2022484408",2016-05-07,6708,4.71000003814697,171,1269,1995,NA,NA,NA,NA,NA
"181","2022484408",2016-05-08,3292,2.30999994277954,135,1305,1848,NA,NA,NA,NA,NA
"182","2022484408",2016-05-09,13379,9.39000034332275,379,1061,2709,NA,NA,NA,NA,NA
"183","2022484408",2016-05-10,12798,8.97999954223633,356,1084,2797,NA,NA,NA,NA,NA
"184","2022484408",2016-05-11,13272,9.31999969482422,307,1133,2544,NA,NA,NA,NA,NA
"185","2022484408",2016-05-12,9117,6.40999984741211,268,728,1853,NA,NA,NA,NA,NA
"186","2026352035",2016-04-12,4414,2.74000000953674,192,706,1459,503,546,NA,NA,NA
"187","2026352035",2016-04-13,4993,3.09999990463257,238,663,1521,531,565,NA,NA,NA
"188","2026352035",2016-04-14,3335,2.0699999332428,197,653,1431,545,568,NA,NA,NA
"189","2026352035",2016-04-15,3821,2.36999988555908,188,687,1444,523,573,NA,NA,NA
"190","2026352035",2016-04-16,2547,1.58000004291534,150,728,1373,524,567,NA,NA,NA
"191","2026352035",2016-04-17,838,0.519999980926514,60,1053,1214,437,498,NA,NA,NA
"192","2026352035",2016-04-18,3325,2.05999994277954,182,1062,1419,NA,NA,NA,NA,NA
"193","2026352035",2016-04-19,2424,1.5,141,785,1356,498,540,NA,NA,NA
"194","2026352035",2016-04-20,7222,4.48000001907349,327,623,1667,461,510,NA,NA,NA
"195","2026352035",2016-04-21,2467,1.52999997138977,153,749,1370,477,514,NA,NA,NA
"196","2026352035",2016-04-22,2915,1.80999994277954,162,712,1399,520,545,NA,NA,NA
"197","2026352035",2016-04-23,12357,7.71000003814697,432,458,1916,522,554,NA,NA,NA
"198","2026352035",2016-04-24,3490,2.16000008583069,164,704,1401,555,591,NA,NA,NA
"199","2026352035",2016-04-25,6017,3.73000001907349,260,821,1576,506,531,NA,NA,NA
"200","2026352035",2016-04-26,5933,3.6800000667572,288,1018,1595,NA,NA,NA,NA,NA
"201","2026352035",2016-04-27,6088,3.76999998092651,286,586,1593,508,545,NA,NA,NA
"202","2026352035",2016-04-28,6375,3.95000004768372,331,626,1649,513,545,NA,NA,NA
"203","2026352035",2016-04-29,7604,4.71000003814697,352,492,1692,490,510,NA,NA,NA
"204","2026352035",2016-04-30,4729,2.9300000667572,233,594,1506,573,607,NA,NA,NA
"205","2026352035",2016-05-01,3609,2.27999997138977,191,716,1447,527,546,NA,NA,NA
"206","2026352035",2016-05-02,7018,4.34999990463257,355,716,1690,511,543,NA,NA,NA
"207","2026352035",2016-05-03,5992,3.72000002861023,304,981,1604,NA,NA,NA,NA,NA
"208","2026352035",2016-05-04,6564,4.07000017166138,345,530,1658,538,560,NA,NA,NA
"209","2026352035",2016-05-05,12167,7.53999996185303,475,479,1926,468,485,NA,NA,NA
"210","2026352035",2016-05-06,8198,5.07999992370605,383,511,1736,524,548,NA,NA,NA
"211","2026352035",2016-05-07,4193,2.59999990463257,229,665,1491,511,521,NA,NA,NA
"212","2026352035",2016-05-08,5528,3.45000004768372,258,610,1555,541,568,NA,NA,NA
"213","2026352035",2016-05-09,10685,6.61999988555908,401,543,1869,531,556,NA,NA,NA
"214","2026352035",2016-05-10,254,0.159999996423721,17,1002,1141,357,380,NA,NA,NA
"215","2026352035",2016-05-11,8580,5.32000017166138,330,569,1698,523,553,NA,NA,NA
"216","2026352035",2016-05-12,8891,5.51000022888184,343,330,1364,456,485,NA,NA,NA
"217","2320127002",2016-04-12,10725,7.48999977111816,328,1112,2124,NA,NA,NA,NA,NA
"218","2320127002",2016-04-13,7275,4.90000009536743,335,1105,2003,NA,NA,NA,NA,NA
"219","2320127002",2016-04-14,3973,2.6800000667572,191,1249,1696,NA,NA,NA,NA,NA
"220","2320127002",2016-04-15,5205,3.50999999046326,245,1195,1801,NA,NA,NA,NA,NA
"221","2320127002",2016-04-16,5057,3.41000008583069,195,1245,1724,NA,NA,NA,NA,NA
"222","2320127002",2016-04-17,6198,4.17999982833862,249,1191,1852,NA,NA,NA,NA,NA
"223","2320127002",2016-04-18,6559,4.42000007629395,267,1173,1905,NA,NA,NA,NA,NA
"224","2320127002",2016-04-19,5997,4.03999996185303,239,1201,1811,NA,NA,NA,NA,NA
"225","2320127002",2016-04-20,7192,4.84999990463257,294,1146,1922,NA,NA,NA,NA,NA
"226","2320127002",2016-04-21,3404,2.28999996185303,138,1302,1610,NA,NA,NA,NA,NA
"227","2320127002",2016-04-22,5583,3.75999999046326,266,1174,1851,NA,NA,NA,NA,NA
"228","2320127002",2016-04-23,5079,3.42000007629395,242,1129,1804,61,69,NA,NA,NA
"229","2320127002",2016-04-24,4165,2.80999994277954,204,1236,1725,NA,NA,NA,NA,NA
"230","2320127002",2016-04-25,3588,2.42000007629395,160,1280,1654,NA,NA,NA,NA,NA
"231","2320127002",2016-04-26,3409,2.29999995231628,147,1293,1632,NA,NA,NA,NA,NA
"232","2320127002",2016-04-27,1715,1.1599999666214,82,1358,1481,NA,NA,NA,NA,NA
"233","2320127002",2016-04-28,1532,1.02999997138977,76,1364,1473,NA,NA,NA,NA,NA
"234","2320127002",2016-04-29,924,0.620000004768372,45,1395,1410,NA,NA,NA,NA,NA
"235","2320127002",2016-04-30,4571,3.07999992370605,234,1206,1779,NA,NA,NA,NA,NA
"236","2320127002",2016-05-01,772,0.519999980926514,40,1400,1403,NA,NA,NA,NA,NA
"237","2320127002",2016-05-02,3634,2.45000004768372,134,1306,1613,NA,NA,NA,NA,NA
"238","2320127002",2016-05-03,7443,5.01999998092651,236,1204,1878,NA,NA,NA,NA,NA
"239","2320127002",2016-05-04,1201,0.810000002384186,52,1388,1426,NA,NA,NA,NA,NA
"240","2320127002",2016-05-05,5202,3.50999999046326,234,1206,1780,NA,NA,NA,NA,NA
"241","2320127002",2016-05-06,4878,3.28999996185303,204,1236,1742,NA,NA,NA,NA,NA
"242","2320127002",2016-05-07,7379,4.96999979019165,319,1121,1972,NA,NA,NA,NA,NA
"243","2320127002",2016-05-08,5161,3.48000001907349,247,1193,1821,NA,NA,NA,NA,NA
"244","2320127002",2016-05-09,3090,2.07999992370605,145,1295,1630,NA,NA,NA,NA,NA
"245","2320127002",2016-05-10,6227,4.19999980926514,290,1150,1899,NA,NA,NA,NA,NA
"246","2320127002",2016-05-11,6424,4.32999992370605,300,1140,1903,NA,NA,NA,NA,NA
"247","2320127002",2016-05-12,2661,1.78999996185303,128,830,1125,NA,NA,NA,NA,NA
"248","2347167796",2016-04-12,10113,6.82999992370605,361,964,2344,NA,NA,NA,NA,NA
"249","2347167796",2016-04-13,10352,7.01000022888184,246,676,2038,467,531,NA,NA,NA
"250","2347167796",2016-04-14,10129,6.69999980926514,255,705,2010,445,489,NA,NA,NA
"251","2347167796",2016-04-15,10465,6.92000007629395,309,720,2133,452,504,NA,NA,NA
"252","2347167796",2016-04-16,22244,15.0799999237061,406,968,2670,NA,NA,NA,NA,NA
"253","2347167796",2016-04-17,5472,3.61999988555908,257,508,1882,556,602,NA,NA,NA
"254","2347167796",2016-04-18,8247,5.44999980926514,233,678,1944,500,557,NA,NA,NA
"255","2347167796",2016-04-19,6711,4.44000005722046,389,648,2346,465,514,NA,NA,NA
"256","2347167796",2016-04-20,10999,7.26999998092651,323,1011,2198,NA,NA,NA,NA,NA
"257","2347167796",2016-04-21,10080,6.75,257,761,2048,460,484,NA,NA,NA
"258","2347167796",2016-04-22,7804,5.15999984741211,242,781,1946,405,461,NA,NA,NA
"259","2347167796",2016-04-23,16901,11.3699998855591,427,591,2629,374,386,NA,NA,NA
"260","2347167796",2016-04-24,9471,6.26000022888184,360,584,2187,442,459,NA,NA,NA
"261","2347167796",2016-04-25,9482,6.38000011444092,303,653,2095,433,471,NA,NA,NA
"262","2347167796",2016-04-26,5980,3.95000004768372,227,732,1861,436,490,NA,NA,NA
"263","2347167796",2016-04-27,11423,7.57999992370605,330,623,2194,448,499,NA,NA,NA
"264","2347167796",2016-04-28,5439,3.59999990463257,229,764,1854,408,450,NA,NA,NA
"265","2347167796",2016-04-29,42,0.0299999993294477,4,2,403,411,473,NA,NA,NA
"266","2873212765",2016-04-12,8796,5.90999984741211,379,1061,1982,NA,NA,NA,NA,NA
"267","2873212765",2016-04-13,7618,5.11999988555908,412,1028,2004,NA,NA,NA,NA,NA
"268","2873212765",2016-04-14,7910,5.32000017166138,331,1109,1893,NA,NA,NA,NA,NA
"269","2873212765",2016-04-15,8482,5.69999980926514,448,992,2063,NA,NA,NA,NA,NA
"270","2873212765",2016-04-16,9685,6.65000009536743,353,1087,2148,NA,NA,NA,NA,NA
"271","2873212765",2016-04-17,2524,1.70000004768372,168,1272,1529,NA,NA,NA,NA,NA
"272","2873212765",2016-04-18,7762,5.23999977111816,318,1122,1890,NA,NA,NA,NA,NA
"273","2873212765",2016-04-19,7948,5.36999988555908,389,1051,1956,NA,NA,NA,NA,NA
"274","2873212765",2016-04-20,9202,6.30000019073486,405,1035,2094,NA,NA,NA,NA,NA
"275","2873212765",2016-04-21,8859,5.98000001907349,383,1057,1970,NA,NA,56.70000076,21.45,"YES"
"276","2873212765",2016-04-22,7286,4.90000009536743,412,1028,2241,NA,NA,NA,NA,NA
"277","2873212765",2016-04-23,9317,6.34999990463257,363,1077,2021,NA,NA,NA,NA,NA
"278","2873212765",2016-04-24,6873,4.67999982833862,237,1203,1898,NA,NA,NA,NA,NA
"279","2873212765",2016-04-25,7373,4.94999980926514,359,1081,1907,NA,NA,NA,NA,NA
"280","2873212765",2016-04-26,8242,5.53999996185303,316,1124,1882,NA,NA,NA,NA,NA
"281","2873212765",2016-04-27,3516,2.35999989509583,243,1197,1966,NA,NA,NA,NA,NA
"282","2873212765",2016-04-28,7913,5.40999984741211,248,1192,1835,NA,NA,NA,NA,NA
"283","2873212765",2016-04-29,7365,4.94999980926514,249,1191,1780,NA,NA,NA,NA,NA
"284","2873212765",2016-04-30,8452,5.67999982833862,273,1167,1830,NA,NA,NA,NA,NA
"285","2873212765",2016-05-01,7399,4.96999979019165,221,1219,1739,NA,NA,NA,NA,NA
"286","2873212765",2016-05-02,7525,5.05999994277954,341,1099,1878,NA,NA,NA,NA,NA
"287","2873212765",2016-05-03,7412,4.98000001907349,370,1070,1906,NA,NA,NA,NA,NA
"288","2873212765",2016-05-04,8278,5.55999994277954,420,1020,2015,NA,NA,NA,NA,NA
"289","2873212765",2016-05-05,8314,5.6100001335144,347,1093,1971,NA,NA,NA,NA,NA
"290","2873212765",2016-05-06,7063,4.75,375,1065,1910,NA,NA,NA,NA,NA
"291","2873212765",2016-05-07,4940,3.38000011444092,138,1302,1897,NA,NA,NA,NA,NA
"292","2873212765",2016-05-08,8168,5.53999996185303,372,1068,2096,NA,NA,NA,NA,NA
